gene	cat	obs
MMADHC	1.0000e+00	33
MMADHC	2.0000e+00	23
MMADHC	3.0000e+00	9
MMADHC	4.0000e+00	5
MMADHC	5.0000e+00	2
MMADHC	6.0000e+00	1
MMADHC	8.0000e+00	3
MMADHC	9.0000e+00	3
MMADHC	1.1000e+01	1
MMD	0.0000e+00	58
MMD	1.0000e+00	23
MMD	2.0000e+00	5
MMD	3.0000e+00	3
MMD	4.0000e+00	1
MMD2	0.0000e+00	97
MMD2	1.0000e+00	51
MMD2	2.0000e+00	29
MMD2	3.0000e+00	13
MMD2	4.0000e+00	3
MMD2	5.0000e+00	4
MMD2	6.0000e+00	1
MME	0.0000e+00	235
MME	1.0000e+00	120
MME	2.0000e+00	40
MME	3.0000e+00	30
MME	4.0000e+00	9
MME	5.0000e+00	5
MME	6.0000e+00	3
MME	7.0000e+00	1
MME	8.0000e+00	4
MME	1.2000e+01	1
MMEL1	0.0000e+00	273
MMEL1	1.0000e+00	118
MMEL1	2.0000e+00	70
MMEL1	3.0000e+00	38
MMEL1	4.0000e+00	22
MMEL1	5.0000e+00	14
MMEL1	6.0000e+00	7
MMEL1	7.0000e+00	4
MMEL1	8.0000e+00	4
MMEL1	9.0000e+00	3
MMEL1	1.6000e+01	1
MMGT1	0.0000e+00	46
MMGT1	1.0000e+00	16
MMGT1	2.0000e+00	10
MMGT1	3.0000e+00	1
MMGT1	4.0000e+00	1
MMP1	0.0000e+00	163
MMP1	1.0000e+00	84
MMP1	2.0000e+00	42
MMP1	3.0000e+00	25
MMP1	4.0000e+00	12
MMP1	5.0000e+00	9
MMP1	6.0000e+00	5
MMP1	7.0000e+00	6
MMP1	8.0000e+00	1
MMP1	9.0000e+00	1
MMP1	1.1000e+01	1
MMP10	0.0000e+00	194
MMP10	1.0000e+00	79
MMP10	2.0000e+00	36
MMP10	3.0000e+00	15
MMP10	4.0000e+00	7
MMP10	5.0000e+00	6
MMP10	6.0000e+00	6
MMP10	7.0000e+00	5
MMP10	8.0000e+00	2
MMP10	9.0000e+00	1
MMP10	1.1000e+01	1
MMP10	1.3000e+01	1
MMP10	1.4000e+01	2
MMP11	0.0000e+00	157
MMP11	1.0000e+00	55
MMP11	2.0000e+00	42
MMP11	3.0000e+00	14
MMP11	4.0000e+00	7
MMP11	5.0000e+00	8
MMP11	6.0000e+00	2
MMP11	7.0000e+00	2
MMP11	8.0000e+00	1
MMP11	9.0000e+00	1
MMP11	1.2000e+01	1
MMP11	1.7000e+01	1
MMP13	0.0000e+00	188
MMP13	1.0000e+00	65
MMP13	2.0000e+00	31
MMP13	3.0000e+00	19
MMP13	4.0000e+00	9
MMP13	5.0000e+00	5
MMP13	6.0000e+00	5
MMP13	7.0000e+00	2
MMP13	8.0000e+00	3
MMP13	9.0000e+00	1
MMP14	0.0000e+00	163
MMP14	1.0000e+00	80
MMP14	2.0000e+00	41
MMP14	3.0000e+00	25
MMP14	4.0000e+00	13
MMP14	5.0000e+00	3
MMP14	6.0000e+00	3
MMP14	7.0000e+00	1
MMP14	8.0000e+00	4
MMP14	9.0000e+00	1
MMP14	1.1000e+01	1
MMP14	1.5000e+01	1
MMP14	1.7000e+01	1
MMP15	0.0000e+00	187
MMP15	1.0000e+00	89
MMP15	2.0000e+00	63
MMP15	3.0000e+00	29
MMP15	4.0000e+00	27
MMP15	5.0000e+00	7
MMP15	6.0000e+00	1
MMP15	7.0000e+00	8
MMP15	8.0000e+00	1
MMP15	9.0000e+00	2
MMP15	1.0000e+01	2
MMP15	1.2000e+01	1
MMP15	1.5000e+01	1
MMP16	0.0000e+00	116
MMP16	1.0000e+00	41
MMP16	2.0000e+00	24
MMP16	3.0000e+00	4
MMP16	4.0000e+00	4
MMP16	7.0000e+00	1
MMP16	8.0000e+00	1
MMP17	0.0000e+00	190
MMP17	1.0000e+00	88
MMP17	2.0000e+00	58
MMP17	3.0000e+00	41
MMP17	4.0000e+00	15
MMP17	5.0000e+00	9
MMP17	6.0000e+00	2
MMP17	7.0000e+00	2
MMP17	8.0000e+00	1
MMP17	9.0000e+00	2
MMP17	1.0000e+01	1
MMP17	1.2000e+01	1
MMP17	1.5000e+01	2
MMP17	1.6000e+01	1
MMP19	0.0000e+00	188
MMP19	1.0000e+00	75
MMP19	2.0000e+00	43
MMP19	3.0000e+00	34
MMP19	4.0000e+00	13
MMP19	5.0000e+00	10
MMP19	6.0000e+00	5
MMP19	7.0000e+00	2
MMP19	8.0000e+00	3
MMP19	9.0000e+00	3
MMP19	1.1000e+01	1
MMP2	0.0000e+00	201
MMP2	1.0000e+00	86
MMP2	2.0000e+00	34
MMP2	3.0000e+00	24
MMP2	4.0000e+00	13
MMP2	5.0000e+00	5
MMP2	7.0000e+00	2
MMP2	8.0000e+00	4
MMP2	9.0000e+00	1
MMP20	0.0000e+00	176
MMP20	1.0000e+00	69
MMP20	2.0000e+00	49
MMP20	3.0000e+00	21
MMP20	4.0000e+00	11
MMP20	5.0000e+00	6
MMP20	6.0000e+00	5
MMP20	7.0000e+00	2
MMP20	8.0000e+00	4
MMP20	9.0000e+00	1
MMP20	1.0000e+01	1
MMP20	1.1000e+01	1
MMP20	1.6000e+01	2
MMP20	1.7000e+01	1
MMP21	0.0000e+00	145
MMP21	1.0000e+00	62
MMP21	2.0000e+00	32
MMP21	3.0000e+00	14
MMP21	4.0000e+00	14
MMP21	5.0000e+00	6
MMP21	6.0000e+00	1
MMP21	8.0000e+00	2
MMP21	9.0000e+00	1
MMP21	1.0000e+01	2
MMP21	1.7000e+01	1
MMP23B	0.0000e+00	42
MMP23B	1.0000e+00	25
MMP23B	2.0000e+00	7
MMP23B	3.0000e+00	6
MMP23B	4.0000e+00	2
MMP23B	6.0000e+00	1
MMP23B	8.0000e+00	1
MMP24	0.0000e+00	124
MMP24	1.0000e+00	52
MMP24	2.0000e+00	31
MMP24	3.0000e+00	16
MMP24	4.0000e+00	10
MMP24	5.0000e+00	6
MMP24	6.0000e+00	3
MMP24	7.0000e+00	1
MMP24	8.0000e+00	1
MMP24	9.0000e+00	2
MMP25	0.0000e+00	222
MMP25	1.0000e+00	95
MMP25	2.0000e+00	53
MMP25	3.0000e+00	19
MMP25	4.0000e+00	19
MMP25	5.0000e+00	7
MMP25	6.0000e+00	5
MMP25	7.0000e+00	7
MMP25	8.0000e+00	1
MMP25	9.0000e+00	1
MMP25	1.1000e+01	2
MMP25	1.3000e+01	1
MMP26	0.0000e+00	94
MMP26	1.0000e+00	37
MMP26	2.0000e+00	21
MMP26	3.0000e+00	12
MMP26	4.0000e+00	5
MMP26	6.0000e+00	1
MMP26	8.0000e+00	1
MMP26	1.0000e+01	2
MMP26	1.4000e+01	1
MMP27	0.0000e+00	182
MMP27	1.0000e+00	80
MMP27	2.0000e+00	47
MMP27	3.0000e+00	18
MMP27	4.0000e+00	15
MMP27	5.0000e+00	7
MMP27	6.0000e+00	7
MMP27	7.0000e+00	4
MMP27	9.0000e+00	1
MMP27	1.0000e+01	1
MMP27	1.1000e+01	1
MMP27	1.4000e+01	1
MMP27	1.5000e+01	1
MMP27	1.6000e+01	1
MMP27	1.7000e+01	2
MMP28	0.0000e+00	51
MMP28	1.0000e+00	30
MMP28	2.0000e+00	15
MMP28	3.0000e+00	16
MMP28	4.0000e+00	3
MMP28	5.0000e+00	1
MMP28	6.0000e+00	1
MMP28	7.0000e+00	1
MMP28	8.0000e+00	2
MMP28	1.1000e+01	1
MMP3	0.0000e+00	179
MMP3	1.0000e+00	72
MMP3	2.0000e+00	38
MMP3	3.0000e+00	21
MMP3	4.0000e+00	7
MMP3	5.0000e+00	5
MMP3	6.0000e+00	7
MMP3	7.0000e+00	1
MMP3	8.0000e+00	1
MMP3	1.7000e+01	1
MMP7	0.0000e+00	93
MMP7	1.0000e+00	49
MMP7	2.0000e+00	21
MMP7	3.0000e+00	15
MMP7	4.0000e+00	6
MMP7	5.0000e+00	3
MMP7	6.0000e+00	1
MMP7	7.0000e+00	1
MMP7	8.0000e+00	1
MMP7	9.0000e+00	1
MMP7	1.0000e+01	1
MMP7	1.1000e+01	1
MMP7	1.5000e+01	1
MMP8	0.0000e+00	188
MMP8	1.0000e+00	68
MMP8	2.0000e+00	32
MMP8	3.0000e+00	18
MMP8	4.0000e+00	13
MMP8	5.0000e+00	6
MMP8	6.0000e+00	5
MMP8	7.0000e+00	2
MMP8	8.0000e+00	2
MMP8	9.0000e+00	4
MMP8	1.1000e+01	1
MMP8	1.3000e+01	2
MMP8	1.7000e+01	2
MMP9	0.0000e+00	265
MMP9	1.0000e+00	108
MMP9	2.0000e+00	54
MMP9	3.0000e+00	16
MMP9	4.0000e+00	16
MMP9	5.0000e+00	7
MMP9	6.0000e+00	3
MMP9	7.0000e+00	1
MMP9	8.0000e+00	1
MMP9	9.0000e+00	3
MMP9	1.1000e+01	1
MMP9	1.3000e+01	1
MMP9	1.4000e+01	1
MMP9	1.6000e+01	1
MMP9	1.7000e+01	1
MMRN1	0.0000e+00	437
MMRN1	1.0000e+00	166
MMRN1	2.0000e+00	73
MMRN1	3.0000e+00	50
MMRN1	4.0000e+00	30
MMRN1	5.0000e+00	10
MMRN1	6.0000e+00	9
MMRN1	7.0000e+00	6
MMRN1	8.0000e+00	1
MMRN1	9.0000e+00	5
MMRN1	1.0000e+01	3
MMRN1	1.3000e+01	2
MMRN2	0.0000e+00	291
MMRN2	1.0000e+00	137
MMRN2	2.0000e+00	46
MMRN2	3.0000e+00	29
MMRN2	4.0000e+00	15
MMRN2	5.0000e+00	6
MMRN2	6.0000e+00	4
MMRN2	8.0000e+00	1
MMRN2	9.0000e+00	2
MMRN2	1.1000e+01	1
MMRN2	1.4000e+01	1
MMRN2	1.6000e+01	1
MMRN2	1.7000e+01	1
MMS19	0.0000e+00	282
MMS19	1.0000e+00	123
MMS19	2.0000e+00	63
MMS19	3.0000e+00	29
MMS19	4.0000e+00	16
MMS19	5.0000e+00	10
MMS19	6.0000e+00	3
MMS19	7.0000e+00	3
MMS19	9.0000e+00	1
MMS19	1.0000e+01	1
MMS19	1.1000e+01	2
MMS19	1.2000e+01	3
MMS19	1.6000e+01	2
MMS19	1.7000e+01	1
MMS22L	0.0000e+00	384
MMS22L	1.0000e+00	127
MMS22L	2.0000e+00	52
MMS22L	3.0000e+00	31
MMS22L	4.0000e+00	15
MMS22L	5.0000e+00	15
MMS22L	6.0000e+00	11
MMS22L	7.0000e+00	3
MMS22L	8.0000e+00	2
MMS22L	9.0000e+00	1
MMS22L	1.2000e+01	1
MMS22L	1.3000e+01	1
MMS22L	1.6000e+01	1
MMS22L	1.7000e+01	1
MN1	0.0000e+00	360
MN1	1.0000e+00	137
MN1	2.0000e+00	59
MN1	3.0000e+00	21
MN1	4.0000e+00	10
MN1	5.0000e+00	6
MN1	6.0000e+00	2
MN1	7.0000e+00	1
MN1	8.0000e+00	3
MN1	9.0000e+00	1
MN1	1.1000e+01	1
MNAT1	0.0000e+00	94
MNAT1	1.0000e+00	34
MNAT1	2.0000e+00	12
MNAT1	3.0000e+00	6
MNAT1	4.0000e+00	4
MNAT1	6.0000e+00	1
MNAT1	8.0000e+00	2
MND1	0.0000e+00	60
MND1	1.0000e+00	28
MND1	2.0000e+00	14
MND1	3.0000e+00	5
MND1	4.0000e+00	4
MND1	5.0000e+00	2
MND1	7.0000e+00	1
MND1	8.0000e+00	4
MNDA	0.0000e+00	142
MNDA	1.0000e+00	64
MNDA	2.0000e+00	38
MNDA	3.0000e+00	21
MNDA	4.0000e+00	11
MNDA	5.0000e+00	4
MNDA	6.0000e+00	2
MNDA	7.0000e+00	5
MNDA	8.0000e+00	2
MNDA	1.0000e+01	2
MNS1	0.0000e+00	178
MNS1	1.0000e+00	74
MNS1	2.0000e+00	46
MNS1	3.0000e+00	24
MNS1	4.0000e+00	7
MNS1	5.0000e+00	3
MNS1	7.0000e+00	1
MNS1	8.0000e+00	1
MNS1	1.2000e+01	2
MNS1	1.4000e+01	1
MNT	0.0000e+00	143
MNT	1.0000e+00	90
MNT	2.0000e+00	29
MNT	3.0000e+00	13
MNT	4.0000e+00	5
MNT	5.0000e+00	8
MNT	7.0000e+00	2
MNT	1.0000e+01	1
MNT	1.1000e+01	1
MNT	1.2000e+01	1
MNX1	0.0000e+00	95
MNX1	1.0000e+00	32
MNX1	2.0000e+00	17
MNX1	3.0000e+00	4
MNX1	4.0000e+00	4
MNX1	5.0000e+00	2
MNX1	1.2000e+01	1
MOAP1	0.0000e+00	102
MOAP1	1.0000e+00	61
MOAP1	2.0000e+00	20
MOAP1	3.0000e+00	8
MOAP1	4.0000e+00	7
MOAP1	5.0000e+00	1
MOAP1	6.0000e+00	1
MOAP1	7.0000e+00	3
MOAP1	8.0000e+00	1
MOAP1	9.0000e+00	2
MOAP1	1.0000e+01	1
MOB1A	0.0000e+00	53
MOB1A	1.0000e+00	13
MOB1A	2.0000e+00	7
MOB1A	3.0000e+00	1
MOB1A	4.0000e+00	1
MOB1A	6.0000e+00	1
MOB1B	0.0000e+00	70
MOB1B	1.0000e+00	33
MOB1B	2.0000e+00	7
MOB1B	3.0000e+00	4
MOB1B	4.0000e+00	4
MOB1B	5.0000e+00	2
MOB2	0.0000e+00	84
MOB2	1.0000e+00	22
MOB2	2.0000e+00	16
MOB2	3.0000e+00	10
MOB2	4.0000e+00	3
MOB2	5.0000e+00	1
MOB2	6.0000e+00	1
MOB2	7.0000e+00	1
MOB2	9.0000e+00	2
MOB2	1.6000e+01	1
MOB3A	0.0000e+00	90
MOB3A	1.0000e+00	54
MOB3A	2.0000e+00	26
MOB3A	3.0000e+00	17
MOB3A	4.0000e+00	6
MOB3A	5.0000e+00	3
MOB3A	6.0000e+00	2
MOB3A	8.0000e+00	1
MOB3A	9.0000e+00	1
MOB3A	1.0000e+01	1
MOB3B	0.0000e+00	60
MOB3B	1.0000e+00	21
MOB3B	2.0000e+00	14
MOB3B	3.0000e+00	2
MOB3B	4.0000e+00	1
MOB3B	5.0000e+00	1
MOB3B	7.0000e+00	1
MOB3C	0.0000e+00	107
MOB3C	1.0000e+00	41
MOB3C	2.0000e+00	27
MOB3C	3.0000e+00	7
MOB3C	4.0000e+00	6
MOB3C	5.0000e+00	2
MOB3C	6.0000e+00	1
MOB3C	7.0000e+00	1
MOB3C	8.0000e+00	1
MOB3C	1.5000e+01	1
MOB3C	1.6000e+01	1
MOB3C	1.7000e+01	1
MOB4	0.0000e+00	22
MOB4	1.0000e+00	13
MOB4	2.0000e+00	5
MOB4	3.0000e+00	3
MOBP	0.0000e+00	49
MOBP	1.0000e+00	13
MOBP	2.0000e+00	12
MOBP	3.0000e+00	6
MOBP	4.0000e+00	3
MOCOS	0.0000e+00	305
MOCOS	1.0000e+00	124
MOCOS	2.0000e+00	54
MOCOS	3.0000e+00	32
MOCOS	4.0000e+00	22
MOCOS	5.0000e+00	7
MOCOS	6.0000e+00	9
MOCOS	7.0000e+00	3
MOCOS	8.0000e+00	3
MOCOS	9.0000e+00	3
MOCOS	1.0000e+01	1
MOCOS	1.3000e+01	1
MOCOS	1.4000e+01	1
MOCOS	1.6000e+01	1
MOCOS	1.7000e+01	4
MOCS1	0.0000e+00	231
MOCS1	1.0000e+00	90
MOCS1	2.0000e+00	61
MOCS1	3.0000e+00	39
MOCS1	4.0000e+00	17
MOCS1	5.0000e+00	8
MOCS1	6.0000e+00	5
MOCS1	7.0000e+00	1
MOCS1	8.0000e+00	1
MOCS1	9.0000e+00	1
MOCS1	1.2000e+01	4
MOCS1	1.3000e+01	2
MOCS2	0.0000e+00	97
MOCS2	1.0000e+00	39
MOCS2	2.0000e+00	19
MOCS2	3.0000e+00	10
MOCS2	4.0000e+00	7
MOCS2	5.0000e+00	2
MOCS2	7.0000e+00	5
MOCS2	9.0000e+00	2
MOCS2	1.3000e+01	1
MOCS3	0.0000e+00	174
MOCS3	1.0000e+00	60
MOCS3	2.0000e+00	19
MOCS3	3.0000e+00	13
MOCS3	4.0000e+00	3
MOCS3	5.0000e+00	2
MOCS3	6.0000e+00	2
MOCS3	7.0000e+00	2
MOCS3	8.0000e+00	2
MOCS3	1.0000e+01	1
MOG	0.0000e+00	89
MOG	1.0000e+00	42
MOG	2.0000e+00	18
MOG	3.0000e+00	7
MOG	4.0000e+00	2
MOG	5.0000e+00	3
MOG	6.0000e+00	2
MOG	7.0000e+00	2
MOG	8.0000e+00	1
MOG	1.2000e+01	2
MOG	1.5000e+01	1
MOG	1.7000e+01	1
MOGAT1	0.0000e+00	116
MOGAT1	1.0000e+00	50
MOGAT1	2.0000e+00	20
MOGAT1	3.0000e+00	11
MOGAT1	4.0000e+00	9
MOGAT1	5.0000e+00	6
MOGAT1	6.0000e+00	4
MOGAT1	7.0000e+00	2
MOGAT1	8.0000e+00	1
MOGAT1	9.0000e+00	2
MOGAT1	1.1000e+01	1
MOGAT1	1.2000e+01	2
MOGAT1	1.5000e+01	1
MOGAT2	0.0000e+00	110
MOGAT2	1.0000e+00	46
MOGAT2	2.0000e+00	29
MOGAT2	3.0000e+00	20
MOGAT2	4.0000e+00	12
MOGAT2	5.0000e+00	4
MOGAT2	6.0000e+00	1
MOGAT2	7.0000e+00	5
MOGAT2	9.0000e+00	1
MOGAT2	1.0000e+01	2
MOGAT2	1.6000e+01	1
MOGAT3	0.0000e+00	154
MOGAT3	1.0000e+00	60
MOGAT3	2.0000e+00	29
MOGAT3	3.0000e+00	22
MOGAT3	4.0000e+00	8
MOGAT3	5.0000e+00	9
MOGAT3	6.0000e+00	5
MOGAT3	7.0000e+00	1
MOGAT3	8.0000e+00	1
MOGAT3	9.0000e+00	2
MOGAT3	1.0000e+01	1
MOGAT3	1.4000e+01	1
MOGS	0.0000e+00	275
MOGS	1.0000e+00	119
MOGS	2.0000e+00	56
MOGS	3.0000e+00	32
MOGS	4.0000e+00	10
MOGS	5.0000e+00	7
MOGS	6.0000e+00	3
MOGS	7.0000e+00	4
MOGS	8.0000e+00	1
MOGS	9.0000e+00	1
MOGS	1.0000e+01	2
MOGS	1.1000e+01	2
MOGS	1.2000e+01	1
MOGS	1.5000e+01	1
MOGS	1.6000e+01	1
MOK	0.0000e+00	197
MOK	1.0000e+00	79
MOK	2.0000e+00	48
MOK	3.0000e+00	14
MOK	4.0000e+00	18
MOK	5.0000e+00	7
MOK	6.0000e+00	4
MOK	7.0000e+00	3
MOK	8.0000e+00	3
MOK	9.0000e+00	3
MOK	1.0000e+01	1
MOK	1.1000e+01	1
MOK	1.3000e+01	2
MOK	1.4000e+01	1
MOK	1.5000e+01	1
MON1A	0.0000e+00	212
MON1A	1.0000e+00	73
MON1A	2.0000e+00	46
MON1A	3.0000e+00	14
MON1A	4.0000e+00	8
MON1A	5.0000e+00	6
MON1A	7.0000e+00	1
MON1A	9.0000e+00	1
MON1B	0.0000e+00	195
MON1B	1.0000e+00	84
MON1B	2.0000e+00	34
MON1B	3.0000e+00	12
MON1B	4.0000e+00	9
MON1B	5.0000e+00	3
MON1B	6.0000e+00	1
MON1B	7.0000e+00	1
MON1B	8.0000e+00	1
MON1B	1.1000e+01	1
MON2	0.0000e+00	399
MON2	1.0000e+00	151
MON2	2.0000e+00	50
MON2	3.0000e+00	28
MON2	4.0000e+00	12
MON2	5.0000e+00	4
MON2	6.0000e+00	5
MON2	7.0000e+00	2
MON2	8.0000e+00	5
MON2	9.0000e+00	3
MON2	1.1000e+01	1
MON2	1.4000e+01	1
MON2	1.6000e+01	1
MORC1	0.0000e+00	255
MORC1	1.0000e+00	94
MORC1	2.0000e+00	35
MORC1	3.0000e+00	26
MORC1	4.0000e+00	13
MORC1	5.0000e+00	3
MORC1	6.0000e+00	3
MORC1	7.0000e+00	1
MORC1	8.0000e+00	1
MORC1	9.0000e+00	2
MORC1	1.0000e+01	1
MORC1	1.1000e+01	1
MORC1	1.2000e+01	1
MORC1	1.4000e+01	1
MORC1	1.5000e+01	1
MORC1	1.6000e+01	1
MORC1	1.7000e+01	1
MORC2	0.0000e+00	240
MORC2	1.0000e+00	87
MORC2	2.0000e+00	45
MORC2	3.0000e+00	16
MORC2	4.0000e+00	4
MORC2	5.0000e+00	4
MORC2	7.0000e+00	1
MORC2	9.0000e+00	1
MORC3	0.0000e+00	205
MORC3	1.0000e+00	67
MORC3	2.0000e+00	36
MORC3	3.0000e+00	12
MORC3	4.0000e+00	7
MORC3	5.0000e+00	4
MORC3	6.0000e+00	2
MORC3	7.0000e+00	2
MORC3	9.0000e+00	1
MORC4	0.0000e+00	151
MORC4	1.0000e+00	68
MORC4	2.0000e+00	30
MORC4	3.0000e+00	16
MORC4	4.0000e+00	8
MORC4	5.0000e+00	1
MORC4	6.0000e+00	1
MORC4	7.0000e+00	1
MORC4	9.0000e+00	1
MORC4	1.1000e+01	1
MORC4	1.6000e+01	1
MORF4L1	0.0000e+00	104
MORF4L1	1.0000e+00	33
MORF4L1	2.0000e+00	13
MORF4L1	3.0000e+00	4
MORF4L1	4.0000e+00	4
MORF4L1	5.0000e+00	1
MORF4L1	6.0000e+00	3
MORF4L1	7.0000e+00	1
MORF4L2	0.0000e+00	40
MORF4L2	1.0000e+00	11
MORF4L2	2.0000e+00	3
MORF4L2	3.0000e+00	2
MORF4L2	5.0000e+00	1
MORN1	0.0000e+00	203
MORN1	1.0000e+00	91
MORN1	2.0000e+00	60
MORN1	3.0000e+00	31
MORN1	4.0000e+00	14
MORN1	5.0000e+00	13
MORN1	6.0000e+00	12
MORN1	7.0000e+00	5
MORN1	8.0000e+00	3
MORN1	9.0000e+00	3
MORN1	1.0000e+01	1
MORN1	1.1000e+01	1
MORN2	0.0000e+00	26
MORN2	1.0000e+00	10
MORN2	2.0000e+00	5
MORN2	3.0000e+00	2
MORN2	1.1000e+01	1
MORN2	1.4000e+01	1
MORN3	0.0000e+00	84
MORN3	1.0000e+00	28
MORN3	2.0000e+00	27
MORN3	3.0000e+00	9
MORN3	4.0000e+00	2
MORN3	5.0000e+00	3
MORN3	6.0000e+00	2
MORN3	7.0000e+00	2
MORN3	8.0000e+00	2
MORN4	0.0000e+00	76
MORN4	1.0000e+00	34
MORN4	2.0000e+00	14
MORN4	3.0000e+00	8
MORN4	4.0000e+00	6
MORN4	5.0000e+00	4
MORN4	8.0000e+00	1
MORN4	1.5000e+01	1
MORN5	0.0000e+00	66
MORN5	1.0000e+00	27
MORN5	2.0000e+00	12
MORN5	3.0000e+00	11
MORN5	4.0000e+00	5
MORN5	6.0000e+00	1
MORN5	8.0000e+00	1
MORN5	1.0000e+01	1
MORN5	1.1000e+01	1
MOS	0.0000e+00	112
MOS	1.0000e+00	42
MOS	2.0000e+00	18
MOS	3.0000e+00	9
MOS	4.0000e+00	3
MOS	5.0000e+00	1
MOS	6.0000e+00	1
MOS	7.0000e+00	2
MOS	1.4000e+01	1
MOSPD1	0.0000e+00	21
MOSPD1	1.0000e+00	13
MOSPD1	2.0000e+00	5
MOSPD1	3.0000e+00	2
MOSPD1	5.0000e+00	2
MOSPD2	0.0000e+00	74
MOSPD2	1.0000e+00	22
MOSPD2	2.0000e+00	15
MOSPD2	3.0000e+00	6
MOSPD2	4.0000e+00	1
MOSPD2	5.0000e+00	1
MOSPD2	6.0000e+00	1
MOSPD2	1.2000e+01	1
MOSPD3	0.0000e+00	82
MOSPD3	1.0000e+00	29
MOSPD3	2.0000e+00	21
MOSPD3	3.0000e+00	8
MOSPD3	4.0000e+00	4
MOSPD3	5.0000e+00	3
MOSPD3	6.0000e+00	2
MOSPD3	7.0000e+00	1
MOSPD3	8.0000e+00	2
MOV10	0.0000e+00	251
MOV10	1.0000e+00	91
MOV10	2.0000e+00	46
MOV10	3.0000e+00	25
MOV10	4.0000e+00	15
MOV10	5.0000e+00	5
MOV10	6.0000e+00	3
MOV10	7.0000e+00	3
MOV10	9.0000e+00	1
MOV10L1	0.0000e+00	358
MOV10L1	1.0000e+00	170
MOV10L1	2.0000e+00	76
MOV10L1	3.0000e+00	49
MOV10L1	4.0000e+00	22
MOV10L1	5.0000e+00	11
MOV10L1	6.0000e+00	7
MOV10L1	7.0000e+00	5
MOV10L1	8.0000e+00	1
MOV10L1	9.0000e+00	1
MOV10L1	1.0000e+01	1
MOV10L1	1.1000e+01	2
MOV10L1	1.2000e+01	1
MOV10L1	1.5000e+01	3
MOV10L1	1.6000e+01	3
MOXD1	0.0000e+00	218
MOXD1	1.0000e+00	102
MOXD1	2.0000e+00	44
MOXD1	3.0000e+00	24
MOXD1	4.0000e+00	19
MOXD1	5.0000e+00	6
MOXD1	6.0000e+00	2
MOXD1	1.0000e+01	2
MOXD1	1.2000e+01	1
MPC1	0.0000e+00	22
MPC1	1.0000e+00	13
MPC1	2.0000e+00	7
MPC1	3.0000e+00	2
MPC1	4.0000e+00	1
MPC1	5.0000e+00	1
MPC1	1.2000e+01	1
MPC2	0.0000e+00	28
MPC2	1.0000e+00	11
MPC2	2.0000e+00	5
MPC2	6.0000e+00	2
MPC2	7.0000e+00	1
MPC2	1.0000e+01	1
MPDU1	0.0000e+00	106
MPDU1	1.0000e+00	45
MPDU1	2.0000e+00	17
MPDU1	3.0000e+00	9
MPDU1	4.0000e+00	5
MPDU1	6.0000e+00	6
MPDU1	7.0000e+00	1
MPDU1	8.0000e+00	1
MPDU1	1.0000e+01	2
MPDU1	1.5000e+01	1
MPDZ	0.0000e+00	819
MPDZ	1.0000e+00	337
MPDZ	2.0000e+00	177
MPDZ	3.0000e+00	67
MPDZ	4.0000e+00	40
MPDZ	5.0000e+00	25
MPDZ	6.0000e+00	9
MPDZ	7.0000e+00	12
MPDZ	8.0000e+00	13
MPDZ	9.0000e+00	7
MPDZ	1.0000e+01	3
MPDZ	1.2000e+01	3
MPEG1	0.0000e+00	232
MPEG1	1.0000e+00	100
MPEG1	2.0000e+00	52
MPEG1	3.0000e+00	37
MPEG1	4.0000e+00	13
MPEG1	5.0000e+00	6
MPEG1	6.0000e+00	4
MPEG1	7.0000e+00	3
MPEG1	8.0000e+00	4
MPEG1	9.0000e+00	4
MPEG1	1.0000e+01	1
MPEG1	1.2000e+01	1
MPEG1	1.4000e+01	1
MPEG1	1.6000e+01	1
MPG	0.0000e+00	114
MPG	1.0000e+00	53
MPG	2.0000e+00	38
MPG	3.0000e+00	27
MPG	4.0000e+00	10
MPG	5.0000e+00	3
MPG	6.0000e+00	6
MPG	7.0000e+00	4
MPG	8.0000e+00	2
MPHOSPH10	0.0000e+00	200
MPHOSPH10	1.0000e+00	66
MPHOSPH10	2.0000e+00	41
MPHOSPH10	3.0000e+00	22
MPHOSPH10	4.0000e+00	12
MPHOSPH10	5.0000e+00	6
MPHOSPH10	6.0000e+00	2
MPHOSPH10	7.0000e+00	2
MPHOSPH10	8.0000e+00	5
MPHOSPH10	9.0000e+00	3
MPHOSPH10	1.0000e+01	2
MPHOSPH10	1.1000e+01	1
MPHOSPH10	1.3000e+01	1
MPHOSPH10	1.5000e+01	2
MPHOSPH10	1.6000e+01	2
MPHOSPH6	0.0000e+00	75
MPHOSPH6	1.0000e+00	21
MPHOSPH6	2.0000e+00	14
MPHOSPH6	3.0000e+00	6
MPHOSPH6	4.0000e+00	4
MPHOSPH6	6.0000e+00	2
MPHOSPH6	1.1000e+01	1
MPHOSPH6	1.3000e+01	1
MPHOSPH6	1.7000e+01	1
MPHOSPH8	0.0000e+00	285
MPHOSPH8	1.0000e+00	92
MPHOSPH8	2.0000e+00	19
MPHOSPH8	3.0000e+00	25
MPHOSPH8	4.0000e+00	9
MPHOSPH8	5.0000e+00	9
MPHOSPH8	6.0000e+00	1
MPHOSPH8	7.0000e+00	3
MPHOSPH8	8.0000e+00	1
MPHOSPH8	9.0000e+00	2
MPHOSPH8	1.0000e+01	2
MPHOSPH8	1.2000e+01	1
MPHOSPH9	0.0000e+00	328
MPHOSPH9	1.0000e+00	137
